,total_voxels,left_1,right_1,left_2,right_2,left_3,right_3,left_4,right_4,left_5,right_5,left_6,right_6,left_7,right_7,left_8,right_8,left_9,right_9,left_10,right_10,left_11,right_11,left_12,right_12
s0248,21016,0,0,0,0,0,0,0,0,0,57,22,88,856,1235,1419,1679,1973,2197,2602,2656,2065,2002,1053,1112
s0454,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,5,0
s0672,91017,2809,2208,3313,2895,3512,3923,4158,4507,4807,5265,5140,5795,5909,8797,5071,4690,3907,3486,2712,2616,1981,1926,752,838
s0523,58794,0,0,0,0,0,0,224,17,1805,1741,3128,3095,4757,4823,4202,4328,5848,5778,4512,4866,3268,3662,1416,1324
s0690,82650,2005,2279,2837,2791,2637,2772,3298,4007,4330,4809,4784,5045,5379,5324,4720,4899,4561,5034,3132,4061,1913,1692,230,111
s0403,103164,1680,2503,1860,2444,4435,4653,5175,5559,6290,6693,6518,6401,6247,6194,5691,5540,4793,4835,3880,3839,2670,2820,1235,1209
s0864,64197,1587,1489,1862,2046,2139,2533,2646,2891,3163,3291,3607,3824,4100,4312,3543,3885,3211,3272,2816,2605,1993,1770,800,812
s1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0265,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,1115,702,616,626,0,2
s0661,78288,1692,2068,2898,2848,3106,3008,3499,3969,4112,4223,4748,4757,4750,5104,3974,4500,3502,3878,2994,3222,1945,1773,800,918
s0369,109901,3790,3223,3456,3479,4775,4865,5517,5513,6203,6521,7052,6598,6683,6536,5639,6395,4863,5218,4132,3728,2231,2035,910,539
s0462,81876,2743,2475,3707,3035,3781,3627,4383,4013,4615,4474,5782,5335,5105,4576,3849,4000,3882,3494,2928,2634,1714,1497,227,0
s1042,113720,2005,3493,4038,4384,4846,4866,5563,5515,6597,6812,6615,6839,7097,7414,6594,6500,5453,4808,4249,3737,2202,2315,916,862
s1367,64986,0,0,0,0,0,0,0,0,914,1657,3843,4576,7503,7413,6705,6731,5651,5832,4292,4099,2469,2578,385,338
s1132,89507,3275,3729,3611,3446,3763,3913,5215,5066,4313,5108,5472,5541,5355,5531,4302,4592,3893,3798,2788,2894,2000,1659,171,72
s0465,2195,0,0,0,6,699,133,685,23,520,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0
s1018,84678,2853,2529,2801,2845,3259,3693,4005,4281,4134,4710,4876,5454,5337,5425,4431,4771,4344,4104,3116,3142,1563,1673,765,567
s0812,122277,3456,3765,3705,3891,5002,4825,5732,5880,6099,6768,7091,6925,6957,7611,6926,6699,5662,6020,4874,4781,3252,3394,1485,1477
s0278,1788,95,224,262,465,200,187,120,134,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0453,8429,1424,1743,1514,2321,634,792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0304,19585,0,0,0,0,0,0,0,0,0,0,0,0,529,840,936,1468,1472,2022,2545,3108,1872,2710,1344,739
s1163,21731,3355,3717,3692,3635,2563,2063,1542,1106,51,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0264,26538,0,0,0,0,0,0,0,0,0,0,605,370,1723,1216,1884,1666,3526,2997,2936,3114,2091,2153,1036,1221
s0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0014,37802,0,0,0,0,0,0,73,4,1341,889,2355,2098,2939,3688,3860,4000,3679,3635,3008,2205,1566,1532,446,484
s0183,51054,0,0,0,0,0,0,0,0,1,17,995,1353,2397,2509,3150,3207,6531,6854,6024,6090,3920,4262,1877,1867
s0705,74530,0,0,0,0,0,0,0,0,1334,1038,5224,4849,7283,6633,7152,7878,7357,7492,4800,4993,2875,3184,1089,1349
s1287,121897,2397,2937,4154,3716,4113,4362,5319,5098,6461,6319,7211,7098,7995,8079,6679,6671,5766,6160,4849,4765,3460,3404,2430,2454
s0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0389,49020,2790,1911,2271,1869,3560,3391,3812,3044,4915,2981,6267,2172,4461,823,2656,411,1344,342,0,0,0,0,0,0
s1112,15642,2289,2183,2073,2132,1560,1621,1260,1130,594,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0566,49049,0,0,0,0,0,0,8,0,1035,1023,2431,2058,3228,3447,3555,4095,5028,5905,5022,4681,2679,2724,1130,1000
s1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0582,90479,2794,2458,3047,3046,2765,3116,3606,4374,4478,5210,5128,5761,5876,6213,5435,5189,4528,4776,3573,3642,2116,2030,751,567
s0091,131125,3678,3530,4277,4173,4989,5348,6260,6084,7171,7703,8785,8243,9353,9003,6818,6530,6130,5690,5613,4978,2761,3046,496,466
s0624,99331,5186,3488,3923,3607,4360,3978,4684,5006,5785,6615,4482,6809,4160,7735,951,6272,1032,6144,1544,6016,2266,3081,1198,1009
s1159,85273,2504,2954,3289,3380,3934,3908,4544,4738,4332,4944,5070,5416,5190,5434,4351,4201,3695,3666,2959,2795,1680,1850,250,189
s0706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0168,26987,0,0,0,0,0,0,32,0,902,594,1662,1397,1675,1719,1677,1553,2680,2634,2837,2706,1678,1757,766,718
s0377,105075,3112,2866,3925,4093,4344,4072,4890,4991,5979,6603,6929,6764,7964,7600,6342,6913,4628,4680,3033,3294,1090,963,0,0
s0241,60720,2103,2437,1958,2287,1993,2486,2545,2683,3444,3605,3585,3895,3985,4226,3370,3632,3384,3514,1899,1936,836,857,42,18
s0625,103196,3916,3542,3728,3718,4170,3585,4509,4579,5398,5411,5947,6115,6077,6252,4887,5089,5411,5491,4468,4078,2468,2685,977,695
s0733,130280,2399,2637,4000,3632,4995,4406,6478,6079,7093,6823,8079,8453,8303,8536,7358,8024,6133,6530,5257,5108,3432,3461,1372,1692
s1326,121523,2606,1778,5965,4625,4469,4423,5718,5993,7312,6542,8589,7878,8165,9958,4163,7903,1987,7282,817,6127,953,4542,1533,2195
s0574,148009,4140,4305,4593,4579,5865,5888,7104,7450,7632,8873,9456,9709,8756,9230,8115,7504,7325,7291,5879,5534,3492,3109,999,1181
s1336,113605,4196,4609,4279,4474,4453,4465,5794,5998,6085,6249,7208,6919,6501,6587,5902,6085,5689,5441,4293,4183,2069,2113,12,1
s0644,79714,2310,2231,2871,3084,3521,3646,4351,4510,4605,4660,5099,5667,4891,5003,4113,4273,3422,3500,2325,2573,1379,1407,143,130
s1382,138665,4138,3686,3590,3844,4937,4794,6196,6244,6812,7041,7697,8194,8673,8448,6941,7527,7041,7860,6016,5648,4357,4765,2184,2032
s1285,133118,4590,2861,4080,4612,5034,4792,6174,6054,6527,7052,7747,7897,9344,7997,7317,7003,6731,6677,5308,5344,3890,3524,1219,1344
s0665,57060,0,0,0,0,0,0,1173,1797,3020,3558,4064,4099,5504,4699,4680,4080,4301,4321,3155,3232,2094,1733,889,661
s0021,72301,5557,5197,7328,6522,7654,6377,6644,4107,5221,4583,4588,3874,2794,1782,73,0,0,0,0,0,0,0,0,0
s0138,82456,2589,1585,2387,2452,2734,2909,3599,4114,4308,4780,4746,5229,5732,5694,5015,4674,4204,4279,2927,3014,2015,1961,747,762
s0759,90592,2999,3238,3150,3358,3675,3803,4098,4442,5067,5387,5515,5880,5700,5816,4395,5080,3637,4009,3001,2812,2009,1551,1037,933
s1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0028,79356,2284,2389,2568,2493,3273,3103,4337,4204,4650,4502,4967,5540,4863,4864,4050,4221,3402,3752,2945,2777,1716,1605,456,395
s1370,106105,4441,3162,3347,4281,3384,4269,4704,5560,5021,6020,6200,6801,6380,6849,4853,5624,4396,5000,3805,4148,2610,2591,1473,1186
s0580,85828,4384,2966,3018,2738,3521,3446,4193,4479,5273,5047,5598,5216,5264,5216,4580,5060,4239,4510,3102,2149,1084,745,0,0
s1308,113048,3848,3727,3822,4113,4301,4622,6212,6463,6593,7237,7882,7489,7146,7547,5313,5587,5088,4725,3756,3267,2049,1732,366,163
s0192,20506,0,0,0,0,0,0,0,0,0,0,0,0,411,491,1120,1246,1448,1522,2916,2694,2926,2443,1702,1587
s0129,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,4,120
s0692,142148,4072,3830,4821,4763,5678,5540,7346,7142,8478,6896,10200,5734,9977,6057,7983,9079,6140,8286,4535,7895,2582,5020,0,94
s0070,82193,1590,1686,2756,2772,3574,3271,3721,3902,3974,4672,4773,4839,5470,5106,4409,4649,4171,4383,3176,3283,2385,1992,831,808
s0715,21367,1729,1998,2481,2611,2640,2471,2261,1754,1842,1277,300,3,0,0,0,0,0,0,0,0,0,0,0,0
s0541,51303,0,0,0,0,0,0,0,0,303,2,1978,1519,3347,2727,3335,2976,6619,6016,5712,5533,4229,3655,1781,1571
s1179,30381,716,1057,992,107,1619,0,1742,0,3019,188,3489,659,3817,821,3043,833,2023,653,2038,616,1505,745,306,393
s1082,119933,2590,3617,3793,4054,4717,4258,5845,5254,6096,7056,9345,7014,6201,7249,6090,6828,5424,6186,4707,4720,3231,2870,1394,1394
s0529,35765,0,0,0,0,0,0,0,31,945,1136,2014,1898,2423,2396,2843,2806,3100,4014,3692,3402,2393,2078,93,501
s0765,54228,1848,1917,1978,1875,2256,2300,2599,2680,3010,3269,3517,3918,3571,3723,2782,3025,2543,2457,1632,1806,849,673,0,0
s0904,124004,3342,4048,4719,4142,5213,4553,5956,5587,7110,6324,7154,6996,7208,7278,6270,6458,6267,5725,5852,5315,2841,3252,1305,1089
s0860,138842,3896,5118,5441,5343,5159,4911,7283,6214,6461,7151,8415,7654,7929,8538,6731,7622,5930,6823,6110,5656,3745,3256,1597,1859
s0262,33988,0,0,0,0,0,0,0,0,0,0,1174,1032,2535,2188,3300,3138,4840,4824,3634,3223,1672,1435,504,489
s0034,17496,0,0,0,0,0,0,0,0,0,0,471,677,1040,1322,1050,1506,1286,1810,1658,2425,1339,1864,442,606
s0004,91463,2262,2157,2609,2653,3444,3412,4298,4293,4674,5110,5031,6038,5643,6418,5274,5415,4757,5184,3547,3804,2177,2464,344,455
s0611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0652,8825,0,0,0,3,1642,185,2373,4,2001,0,1920,0,569,0,102,0,26,0,0,0,0,0,0,0
s1096,80745,0,0,0,0,1839,1639,3617,3227,5849,3402,6626,7201,6398,6119,4923,5308,5928,6070,4362,3942,2188,2023,84,0
s1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0728,17044,0,0,0,0,0,0,0,0,0,0,536,238,1131,1022,929,639,1227,820,1560,1512,2063,2471,1491,1405
s0819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0941,116677,4546,4300,3865,3840,4621,4995,5591,5799,6152,6497,7737,8332,7476,7754,2843,6850,3306,5665,4665,3904,3882,2247,1810,0
s0603,44725,0,0,0,0,0,0,546,141,1907,1490,3079,2694,3799,3611,4497,4521,4261,4630,3152,2925,1509,1595,295,73
s0374,85868,1986,2481,2445,2912,3047,3392,4250,4766,4502,5610,5374,6134,5092,6004,2872,5130,4424,4838,2876,3180,1475,1571,748,759
s0380,107813,2291,3528,3534,3995,4543,4669,5600,5813,6398,7031,7373,8034,7586,7652,5979,6459,5055,5583,3038,2476,703,473,0,0
s0691,116726,3798,3242,3673,3552,5081,5298,6267,6949,7031,7049,8740,7550,8400,7732,6821,6802,4956,5630,3469,2752,922,1012,0,0
s0545,54109,0,0,0,0,25,0,1385,722,2382,1695,3943,3031,5775,5139,4868,5088,4218,4388,3393,3044,2145,2501,261,106
s0363,76032,1982,2218,2524,2558,3184,3248,3967,4332,4194,4733,4714,4884,4944,5056,4304,4306,3393,3327,2583,2534,1338,1135,225,349
s0619,97153,3354,3165,2985,2817,3356,3049,4213,4114,5083,4796,5824,5631,5864,5790,5937,5966,5030,5331,3932,4227,2298,2142,1228,1021
s1379,169040,6180,5353,5587,5198,6650,6907,8559,8584,9637,10169,10149,10090,9973,10673,8231,9094,7345,7579,6058,5834,3731,3793,1837,1829
s1312,20648,0,0,0,0,0,0,0,0,0,0,0,0,0,3,932,1175,1630,1341,2961,3173,3408,2684,1663,1678
s0515,133657,3738,3640,4302,4265,4938,5260,6664,6325,7197,7210,9239,8794,9267,10006,8054,8932,6065,6322,5051,4434,2310,1563,81,0
s0391,47895,0,0,0,0,846,768,2001,1780,2854,2805,3957,4013,4778,5332,3504,4067,2860,3231,1882,1980,643,594,0,0
s0480,48314,0,0,0,0,0,0,0,0,2,0,1916,811,2302,2055,2987,3109,6018,5383,5510,5057,4247,4797,2033,2087
s1401,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s0395,15058,2419,1906,2958,2200,2329,2055,1009,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0518,31261,3580,3438,4441,3368,2557,1918,2300,1644,2588,1903,1391,2133,0,0,0,0,0,0,0,0,0,0,0,0
s1258,72371,382,183,1188,1388,2278,2771,4133,5402,5081,6154,5849,6401,5867,6375,4166,4746,3398,3498,1559,1540,0,12,0,0
s1391,79193,0,0,0,7,0,0,775,648,2710,2521,4454,4411,6387,5818,7706,7336,6280,6679,5147,5393,4750,4208,1978,1985
s0313,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,1328,80,240,1074
s1149,70402,0,0,0,0,528,52,2310,1227,3419,2730,4183,3759,6318,4297,7195,6252,5691,5809,4143,4719,2837,2776,949,1208
s1231,23850,1759,1517,2539,2751,2869,2651,2299,2284,1933,1774,1146,328,0,0,0,0,0,0,0,0,0,0,0,0
s1334,133123,4410,3228,4890,4441,5620,4408,6151,6448,7009,7201,8406,8806,7873,8860,5004,6662,4584,6912,2807,6217,4933,4558,1636,2059
s0416,54392,0,0,0,0,0,0,165,1,1578,1825,2243,3212,2357,3867,4242,3994,6068,4678,6696,4708,2977,2944,1472,1365
s1286,8454,0,0,0,0,0,0,0,0,7,30,0,4,0,11,187,295,308,669,934,1151,1107,1474,1162,1115
s0632,85524,930,2102,2534,2459,2103,2773,3484,3972,4391,4921,5070,5391,5559,6091,4470,5407,4418,4415,3764,3425,2564,2573,1516,1192
s0914,75321,2022,2014,2786,2566,2867,2642,3641,3544,4044,4088,4589,4995,4809,5007,4295,4832,4053,4025,2749,2429,1500,988,459,377
s0807,145778,5220,3098,4275,4022,5202,5603,6529,6951,7699,7542,9371,9159,9656,7943,7471,8373,6498,7086,6258,6011,3722,4628,1595,1866
s0488,116325,1985,2339,4207,4046,4830,4794,5662,5983,5461,6727,7093,7103,7289,7161,6173,6586,5858,5755,4551,4865,2847,2814,1079,1117
s0136,5428,1891,408,1035,411,808,76,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0508,116632,3846,3586,4304,4429,4924,5177,5555,5958,6842,6912,6928,7453,7460,7298,5718,6184,5061,5255,3639,3768,2370,1983,1062,920
s0740,2020,123,0,25,0,200,0,65,0,60,0,68,0,112,10,195,87,105,210,136,196,102,145,71,110
s0592,72556,1776,1899,2058,2156,2256,2444,3441,3822,4097,4064,4884,4854,4788,4795,3845,4310,3939,3930,2782,2633,1357,1505,506,415
s0522,134838,4204,4155,4424,3961,4364,4124,5193,5781,6476,6163,7709,7000,10071,8616,7595,7529,7673,7456,6587,6239,3614,3138,1437,1329
s1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1404,65666,2721,2715,2660,2608,2297,2444,2644,2968,3202,3758,3960,3877,4261,4287,3085,3579,3095,3139,2330,2516,1282,1204,427,607
s1276,107393,2915,2731,2728,2889,3133,3784,4348,5119,5718,6009,6332,7450,6061,7395,6598,6635,5306,5742,4749,4046,2715,2436,1295,1259
s0863,77037,2599,2330,2623,2595,3262,3633,3830,3896,4131,4491,5089,5290,4913,4806,3656,3548,3039,3451,2653,2612,1832,1732,471,555
s1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1327,110640,2516,3110,4060,4405,4274,4565,5040,5169,5689,5724,6885,7398,7928,7671,6026,6313,5044,5440,3886,4055,2344,2589,133,376
s0655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1165,26187,1354,1793,1754,1757,1440,1125,908,1072,947,1240,814,1281,801,1277,683,1205,790,1169,820,1085,634,842,548,848
s0934,149381,3558,5692,4010,4652,4647,5354,5650,6413,7134,7601,8855,9014,9709,10413,8221,9444,7097,7534,5671,5968,4297,4405,2212,1830
s0919,78617,1972,2379,2440,2767,2314,2983,3291,3745,3480,4484,4383,4708,4380,5057,3946,4592,4589,4426,3560,3220,2151,2258,642,850
s0298,32591,0,0,0,0,0,0,0,0,0,0,0,95,1329,1937,1615,2495,2255,3114,4139,4784,3862,4453,1247,1266
s1015,23934,3438,2845,2606,4069,1653,2774,1456,1628,1341,1749,0,375,0,0,0,0,0,0,0,0,0,0,0,0
s1321,120244,4210,3411,3818,4234,4706,4626,6457,6014,7162,6487,7642,7903,7579,7090,6404,5805,5149,5501,4814,4951,2549,2826,436,470
s0786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0840,32015,1452,668,2019,1352,3470,926,4238,1121,4425,282,4300,0,3642,0,1926,0,1416,0,778,0,0,0,0,0
s0108,31208,0,0,0,0,0,0,0,0,0,0,0,313,977,1895,2803,2178,4105,2923,4984,4659,2543,2799,487,542
s0375,125834,3564,3075,3713,3870,5142,5057,6310,6665,6816,7438,8350,7894,8670,8268,5714,6831,4872,5874,3987,4870,3160,3069,1501,1124
s0326,47578,3651,3673,3831,3699,4984,5044,4786,3986,3712,3628,3475,2153,956,0,0,0,0,0,0,0,0,0,0,0
s0217,2520,593,1108,306,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1237,64841,1619,2097,1964,1931,2985,2848,4714,4916,4294,5841,5406,5190,3604,4765,2778,3527,2103,2570,569,1119,0,1,0,0
s1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0376,20619,297,561,2169,577,3334,500,3460,963,1847,710,1014,578,465,621,374,485,358,423,362,484,125,401,191,320
s0628,109230,1925,2053,2983,2930,3788,3445,5257,5153,5805,5958,7509,7144,6430,7190,6247,6773,5997,6219,4693,4414,2876,2612,1078,751
s0011,133889,3486,3279,4036,4216,4948,5032,6507,7047,7254,8150,8798,8910,8686,9161,6974,7183,6547,6202,4943,4721,2971,2953,945,940
s0680,136573,4339,3891,4654,4238,5461,5163,7681,6627,8096,7129,8136,8402,8962,8986,7746,6775,6117,5740,4346,4721,3091,3413,1354,1505
s0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1343,123796,3110,3212,3778,3463,4870,4932,6166,5641,6660,6514,7557,7466,9227,8392,6630,6755,6047,5924,4988,3671,3003,2913,1431,1446
s0714,108231,2962,3299,3953,4189,4812,4358,5681,5906,5787,6311,7376,7896,7429,7316,6076,6375,5073,5281,3451,2716,1203,781,0,0
s1230,109298,3851,4359,3902,4098,4627,4899,5534,5961,6695,6386,7274,7219,6462,6092,5159,5905,4703,4405,3696,3325,2222,2005,336,183
s1032,8255,860,2712,522,967,399,721,387,568,458,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0038,30983,0,0,0,0,0,0,0,0,0,0,553,845,1403,2090,2116,2604,4238,3458,3659,3577,2211,2312,909,1008
s0643,37013,2887,3659,4369,3962,4850,4766,4940,3705,2596,1106,173,0,0,0,0,0,0,0,0,0,0,0,0,0
s0820,43308,3563,3799,3502,3280,3847,4223,3950,4248,3352,3491,2902,2641,439,71,0,0,0,0,0,0,0,0,0,0
s1361,135117,4604,4348,4269,4272,5124,4401,6393,6279,7197,8260,8900,8582,9027,8615,7381,7467,6274,6568,5045,4717,3016,2633,580,1165
s0836,96165,2893,3000,3622,3788,4104,4214,4826,5067,4602,4971,5715,5564,5829,5767,4782,4961,4891,4855,3750,3446,2549,2219,457,293
s0145,136805,4661,4040,4846,4343,5614,5404,6671,6461,7096,7812,8511,8846,8345,9287,5720,7652,4258,6439,3971,5544,3626,3668,1986,2004
s0089,20735,0,0,0,0,0,0,0,0,0,0,0,0,442,659,1044,1340,1701,2352,3146,3206,2384,2254,1246,961
s1299,12550,2409,2274,1557,1389,832,692,816,758,960,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0046,128503,3999,3789,3553,3511,4999,5153,6447,6439,7714,7982,8010,8517,9173,8271,6964,6761,6344,5522,4860,3803,2766,1917,1468,541
s0555,63640,0,0,0,0,0,0,0,0,0,0,171,33,3382,3088,5419,8553,8149,7497,7119,6681,5778,3226,2677,1867
s1069,126809,5299,4043,4033,3539,5091,4495,5792,5876,6619,6796,7591,7860,6679,6996,7188,6627,6204,6556,5387,4710,2988,3681,1572,1187
s0973,85384,3375,2135,2570,2723,2923,3061,4236,4099,4626,5289,4954,5673,5606,5440,4345,4401,4598,4303,3119,3310,1690,1642,698,568
s0084,17611,24,20,457,244,1390,200,2618,31,3487,0,3359,619,1998,224,1865,47,444,19,86,56,246,177,0,0
s0618,78896,2418,3018,3224,3277,3619,3978,4166,4375,3642,5198,6257,5438,4993,5159,4148,3828,3232,3570,1713,1690,917,1036,0,0
s1106,617,0,0,0,0,0,0,161,0,328,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0
s0226,17713,2630,2779,2874,2348,1862,1705,1799,1296,364,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0429,73809,1654,1677,2510,2470,2924,3204,3639,3657,4090,4493,5096,4763,4703,4685,3356,3827,3251,3511,2964,2713,1655,1888,564,515
s0699,31462,0,0,0,0,0,0,0,0,0,0,996,971,1621,2355,2631,3592,3756,3953,3080,3171,1903,1969,786,678
s0814,26431,3037,1995,2663,2755,1970,2233,1894,1801,1797,1720,1736,1534,629,667,0,0,0,0,0,0,0,0,0,0
s0073,26670,0,0,0,0,0,0,0,0,0,0,0,0,801,883,1642,1689,2669,2414,3676,3381,3385,3430,1312,1388
s0844,73601,2497,2565,2775,2662,3202,3324,3086,4082,4081,4490,4685,4541,4773,4772,3981,4326,3363,3523,2148,2224,978,870,408,245
s0411,13752,1656,2425,1788,1177,1001,477,1014,449,1284,526,1050,466,424,15,0,0,0,0,0,0,0,0,0,0
s0970,83087,3044,2604,2688,2830,3276,3207,3875,3795,4557,4443,5329,5383,5130,5422,4223,4402,3779,4050,2779,3132,2112,2003,455,569
s0947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0319,92042,0,0,0,0,0,0,0,0,552,346,3564,3578,7471,10746,11120,10905,8637,8722,6529,6495,4271,4419,2413,2274
s0239,128516,4019,3746,4367,4714,4786,5607,6361,6869,7261,8084,8159,9060,7805,7825,6408,7177,5882,6921,3845,4344,2572,2704,0,0
s1052,115244,4703,3843,4149,4091,4774,4826,5693,5237,5996,6447,6677,6545,6754,6582,5734,6019,5362,5612,4788,4230,3007,2195,959,1021
s0910,83288,2208,2095,3377,3510,3912,3778,4882,4914,4996,5588,5546,5504,5346,5349,4318,3946,3620,3774,2302,2157,980,894,139,153
s0936,29372,196,635,1149,1256,2502,1000,4494,539,5060,266,5256,0,4693,0,1393,0,929,0,4,0,0,0,0,0
s1239,95417,1978,34,2009,1055,3536,2317,5553,5615,6544,7137,7423,8277,6463,7511,5182,8616,3757,6594,2268,3548,0,0,0,0
s0184,122657,3720,4110,4368,4544,5052,5296,6509,7165,7277,7851,8514,8154,8250,8170,6742,7009,4270,5427,2497,3856,1938,1886,43,9
s1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1329,97726,2649,2742,3262,3041,3452,3298,4023,3740,4579,4621,5035,5121,5967,5807,5964,5675,4741,4773,3958,4201,3274,4092,1747,1964
s0246,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0
s0141,67116,2546,2427,2254,2262,2029,2364,3313,2819,3227,3497,3630,3853,4027,4339,3344,3788,3121,3377,2479,2837,1870,1781,1015,917
s1323,158706,4335,4837,5531,5621,6617,6818,8578,8726,9767,10450,11257,11023,10841,10492,9079,8072,6949,6234,4853,4214,2028,2138,116,130
s0342,32209,0,0,0,0,0,0,0,0,5,0,1499,1249,2019,2047,2164,2137,2920,3082,3200,3675,2768,2874,1121,1449
s1088,118485,5365,5842,4248,4100,4782,4727,6327,6256,6504,6724,7411,7729,6476,6936,5890,6083,5560,5544,3814,3739,2286,2142,0,0
s0253,75594,1458,1460,2742,2601,3045,3460,3801,3689,3946,4439,4528,4602,4532,4088,4132,4050,3632,3670,3018,2665,1968,2192,984,892
s0208,1735,209,366,280,301,332,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0343,51636,0,0,0,0,0,0,0,0,0,0,1186,2361,2598,3626,3050,3697,4006,4873,5649,5774,4701,4436,2935,2744
s0146,123729,5203,4101,4342,4052,5107,5566,6395,6805,6884,7307,8645,7992,7670,8341,7253,7708,6017,5664,3228,2797,1621,1031,0,0
s0520,11891,0,0,0,0,0,0,0,0,0,0,0,57,590,731,1329,1385,553,617,1427,1199,1540,1650,355,458
s0892,100507,5208,4678,3755,3695,3993,4264,4703,4845,4934,5142,6426,6164,5370,7119,3588,5979,3207,5354,2550,3913,2889,2614,117,0
s0349,152671,4502,4510,5052,5098,6333,6266,7596,8050,7850,8774,8818,9852,9629,9911,8140,8220,7434,7208,6322,6175,2810,3009,750,362
s0474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1100,74062,2434,2953,2797,2811,2619,2813,3377,3862,3800,4144,4391,4335,4323,4019,3426,3310,3187,3856,2617,3167,1998,1833,1046,944
s1280,66775,135,207,705,618,1516,1627,2800,3204,3949,4288,4986,5443,4984,5401,4621,4645,3921,3973,3184,3374,1400,1376,215,203
s0702,147380,412,1091,1141,1980,3089,4071,5552,7360,9025,9948,8447,9835,9847,11249,9359,10027,8072,8630,6802,7238,4867,4549,2463,2326
s1142,92775,2268,2333,3202,3344,3576,3427,4522,4549,5315,5452,5827,6474,6024,6706,4100,5188,4070,4295,2914,3161,2260,2313,755,700
s0771,151167,5188,4866,4978,4742,5824,5747,7171,7227,7479,8711,9579,9496,10579,10076,7691,8001,6849,7294,5609,5543,3107,3021,1260,1129
s0149,6009,390,1995,452,781,419,727,387,711,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
